Player,Debut,Last Active,YOE,Retired,Position,Team,Total Games,Career PPG,Career RPG,Career APG,Career FG%,Career FG3%,Career FT%,Career eFG%,PER,Total WS,Hall of Fame,Year Inducted,All-Stars,Scoring Champs,Rebound Champs,Assist Champs,Steal Champs,Block Champs,NBA Champs,All-NBA,All-Rookie,ROY,All-Defensive,Most Improved,Sixth Man,AS MVPs,DPOYs,MVPs,Finals MVPs,NBA 75th Anniv. Team,HOF Probability,HOF (Y/N)
Rafael Araújo,2004,2007,3,1,C,TOR,139,2.8,2.8,0.3,40.5,25.0,67.9,40.6,6.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01503849145691318,0
Robert Archibald,2002,2004,2,1,PF,MEM,44,1.2,1.6,0.4,28.3,0.0,42.9,28.3,4.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020013737705241067,0
Tiny Archibald,1970,1984,13,1,PG,SAC,876,18.8,2.3,7.4,46.7,22.4,81.0,46.8,18.0,83.4,1,1991,6,1,0,1,0,0,1,5,0,0,0,0,0,1,0,0,0,1,0.9902747629677798,1
Ryan Arcidiacono,2017,2022,5,0,PG,CHI,216,4.6,2.0,2.1,43.2,37.6,80.7,53.9,10.3,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00959711309361616,0
Jim Ard,1970,1978,8,1,C,BOS,431,4.4,4.3,0.6,40.2,23.5,66.2,40.3,10.6,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.008436680298249207,0
Gilbert Arenas,2001,2012,11,1,PG,WAS,552,20.7,3.9,5.3,42.1,35.1,80.3,48.2,19.6,51.3,0,0,3,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0.10552522618992771,0
Trevor Ariza,2004,2022,18,0,SF,HOU,1118,10.4,4.8,2.1,42.2,35.1,73.1,50.4,13.1,64.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.001313689463143212,0
Paul Arizin,1950,1962,10,1,SF,GSW,713,22.8,8.6,2.3,42.1,0.0,81.0,0.0,19.8,108.8,1,1978,10,2,0,0,0,0,1,4,0,1,0,0,0,1,0,0,0,1,0.9999999810083301,1
Joe Arlauckas,1987,1988,1,1,SF,SAC,9,3.8,1.4,0.9,32.6,0.0,75.0,32.6,7.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024512981005721208,0
B.J. Armstrong,1989,2000,11,1,PG,CHI,747,9.8,1.8,3.3,47.7,42.5,85.6,51.3,14.5,45.0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0493879589069737,0
Brandon Armstrong,2001,2004,3,1,SG,BRK,108,2.2,0.6,0.2,35.2,33.3,60.0,39.5,4.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01417594142263248,0
Darrell Armstrong,1994,2008,14,1,PG,ORL,840,9.2,2.7,4.0,40.9,33.4,87.1,48.0,16.3,49.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.001587837722581532,0
Hilton Armstrong,2006,2014,6,1,C,NOP,292,3.0,2.6,0.3,50.1,28.6,58.2,50.2,9.9,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007020872106378297,0
Tate Armstrong,1977,1979,2,1,SG,CHI,92,3.8,1.0,1.1,45.4,0.0,80.0,0.0,9.9,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018555230739867503,0
Jesse Arnelle,1955,1956,1,1,PF,DET,31,4.7,5.5,0.6,31.7,0.0,62.3,0.0,12.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027236748006902175,0
Jay Arnette,1963,1966,3,1,PG,SAC,114,3.7,1.0,1.2,36.5,0.0,76.0,0.0,7.7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014284879624252489,0
Carlos Arroyo,2001,2011,9,1,PG,UTA,569,6.6,1.7,3.1,43.8,33.8,80.6,45.9,13.4,20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0038248786292261676,0
Darrell Arthur,2008,2018,9,1,PF,DEN,503,6.5,3.5,0.8,44.4,35.2,76.5,47.0,12.2,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033566339680401324,0
Jamel Artis,2017,2018,1,1,SG,ORL,15,5.1,2.5,1.2,39.2,27.6,58.3,44.3,6.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02479704745820384,0
Ömer Aşık,2010,2018,8,1,C,NOP,471,5.3,7.1,0.6,52.8,0.0,55.1,52.8,13.4,20.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005905452530083635,0
Vincent Askew,1987,1998,9,1,SG,OKC,467,7.1,2.5,2.2,47.9,30.0,75.4,49.4,12.6,22.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003958912034442849,0
Keith Askins,1990,1999,9,1,SF,MIA,486,3.8,2.9,0.8,40.1,35.5,71.7,48.3,9.2,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036946239043127043,0
Dick Atha,1955,1958,2,1,SG,NYK,43,3.2,1.5,1.2,39.3,0.0,79.5,0.0,10.5,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01957121591995057,0
Chucky Atkins,1999,2010,11,1,PG,DET,696,9.9,1.7,3.4,41.2,36.4,77.2,48.9,13.1,27.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.002310513770290735,0
Al Attles,1960,1971,11,1,PG,GSW,711,8.9,3.5,3.5,45.1,0.0,63.2,0.0,11.3,36.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002922880475067943,0
Stacey Augmon,1991,2006,15,1,SG,ATL,1001,8.0,3.2,1.6,46.9,15.2,72.8,47.0,13.7,43.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0010377042472773513,0
D.J. Augustin,2008,2022,14,0,PG,CHO,975,9.5,1.9,3.9,41.2,38.2,86.7,49.9,14.0,47.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0014362589692631022,0
James Augustine,2006,2008,2,1,PF,ORL,27,1.6,1.2,0.1,51.4,0.0,50.0,51.4,11.1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019452238954855223,0
Isaac Austin,1991,2002,9,1,C,UTA,432,7.6,4.7,1.2,44.6,17.6,67.0,44.8,13.0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.003319768828547501,0
Johnny Austin,1966,1968,2,1,SG,BAL,45,7.6,1.6,1.4,37.5,0.0,73.1,37.5,9.3,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017504597260310496,0
Ken Austin,1983,1984,1,1,SF,DET,7,1.7,0.4,0.1,46.2,0.0,0.0,46.2,5.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024421562660788505,0
Deni Avdija,2020,2022,2,0,SF,WAS,135,7.5,5.1,1.7,42.7,31.8,72.8,50.3,10.0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020653898595829286,0
Anthony Avent,1992,2000,6,1,PF,MIL,352,5.6,4.5,0.8,40.3,0.0,68.6,40.3,8.8,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006614681413741266,0
William Avery,1999,2002,3,1,PG,MIN,142,2.7,0.7,1.4,33.0,25.5,71.4,37.8,7.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01454772641007937,0
Dennis Awtrey,1970,1982,12,1,C,PHO,733,4.8,4.6,2.0,45.9,0.0,65.2,45.9,10.5,22.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00397593139295606,0
Joel Ayayi,2021,2022,1,0,SG,WAS,7,0.3,0.4,0.6,16.7,0.0,0.0,16.7,3.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02588748301207776,0
Gustavo Ayón,2011,2014,3,1,C,NOP,135,4.7,4.4,1.3,53.6,0.0,50.4,53.6,14.7,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017002591674449237,0
Jeff Ayres,2009,2016,6,1,C,IND,237,2.9,2.7,0.4,55.3,40.0,77.6,55.5,12.4,6.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.015008401645526095,0
Deandre Ayton,2018,2022,4,0,C,PHO,236,16.3,10.5,1.6,59.9,25.0,75.4,60.2,20.7,24.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.01592455136738888,0
Kelenna Azubuike,2006,2012,5,1,SG,GSW,208,10.5,4.0,1.1,45.9,40.9,77.0,51.9,14.3,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008820671152998234,0
Udoka Azubuike,2020,2022,2,0,C,UTA,32,3.0,2.6,0.0,70.7,0.0,66.7,70.7,15.9,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019712802304625767,0
Chris Babb,2013,2014,1,1,SG,BOS,14,1.6,1.2,0.2,26.7,22.2,0.0,36.7,3.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025258165501961447,0
Luke Babbitt,2010,2018,8,1,SF,POR,381,4.8,2.2,0.6,40.8,40.2,74.7,53.2,10.1,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004086754172924209,0
Miloš Babić,1990,1992,2,1,PF,CLE,21,1.8,1.0,0.5,37.5,0.0,65.0,37.5,10.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01940954883262947,0
Dwayne Bacon,2017,2021,4,0,SG,CHO,207,7.3,2.6,1.1,40.2,31.4,78.0,44.7,8.9,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010395595869953242,0
Jim Baechtold,1952,1957,5,1,SF,NYK,321,9.7,3.1,2.1,38.8,0.0,78.3,0.0,13.2,14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009698379776354606,0
Dalibor Bagarić,2000,2003,3,1,C,CHI,95,2.6,2.5,0.4,36.1,0.0,55.9,36.1,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015148228610605566,0
John Bagley,1982,1994,11,1,PG,CLE,665,8.7,2.6,6.0,43.7,24.1,77.9,44.8,13.0,16.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022700253240659015,0
Marvin Bagley III,2018,2022,4,0,PF,SAC,166,13.6,7.4,0.9,50.1,29.1,66.3,52.7,17.1,7.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.011457449373632867,0
Carl Bailey,1981,1982,1,1,C,POR,1,2.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238101162300034,0
Gus Bailey,1974,1980,5,1,SG,HOU,147,2.6,1.7,1.1,40.6,100.0,51.0,40.8,11.3,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008987634732374253,0
James Bailey,1979,1988,9,1,PF,OKC,595,8.8,5.0,0.8,48.4,7.7,70.3,48.4,13.0,16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003475310986303132,0
Thurl Bailey,1983,1999,12,1,PF,UTA,928,12.8,5.1,1.4,47.3,11.4,81.2,47.3,14.3,45.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.002173851857659973,0
Toby Bailey,1998,2000,2,1,SG,PHO,73,3.3,1.7,0.6,40.7,20.0,69.2,41.4,11.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019246195428801797,0
Cameron Bairstow,2014,2016,2,1,PF,CHI,36,1.2,1.0,0.2,29.6,20.0,84.6,30.6,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019478103682491237,0
Mark Baker,1998,1999,1,1,PG,TOR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025220610696576634,0
Maurice Baker,2004,2005,1,1,PG,LAC,5,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025748262857765533,0
Ron Baker,2016,2019,3,1,SG,NYK,96,3.1,1.4,1.8,35.8,26.5,70.7,41.7,7.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015145982082270236,0
Vin Baker,1993,2006,13,1,PF,OKC,791,15.0,7.4,1.9,48.5,21.5,63.8,48.7,16.3,47.0,0,0,4,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.08021925367755241,0
Wade Baldwin,2016,2019,3,0,PG,POR,56,3.1,1.2,1.4,35.5,25.0,77.6,38.2,7.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014889795272013848,0
Renaldo Balkman,2006,2012,6,1,SF,NYK,221,4.0,3.5,0.6,51.0,17.2,54.2,51.8,14.3,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007622564639173601,0
Cedric Ball,1990,1991,1,1,PF,LAC,7,1.1,1.6,0.0,37.5,0.0,100.0,37.5,10.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02584125789951407,0
LaMelo Ball,2020,2022,2,0,PG,CHO,125,18.3,6.3,7.0,43.1,37.4,82.5,51.1,18.9,8.6,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.060359653611798715,0
Lonzo Ball,2017,2022,5,0,PG,LAL,252,11.9,5.7,6.2,40.0,36.4,57.8,50.7,13.4,11.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.011112193998109289,0
Greg Ballard,1977,1989,11,1,SF,WAS,802,12.4,6.1,2.2,47.2,33.8,78.7,47.7,15.7,54.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007289270341086574,0
Mo Bamba,2018,2022,4,0,C,ORL,225,7.7,6.1,0.9,47.4,34.9,68.6,54.2,16.8,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013441326691253419,0
Desmond Bane,2020,2022,2,0,SG,MEM,144,14.0,3.8,2.3,46.4,43.5,88.2,57.2,15.4,10.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.01860105024881539,0
Gene Banks,1981,1987,6,1,SF,SAS,468,11.3,5.8,2.9,53.9,4.3,73.0,53.9,15.1,31.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102794735386999,0
Marcus Banks,2003,2011,8,1,PG,BOS,348,5.9,1.5,2.1,43.2,32.7,76.8,46.9,12.2,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004062564567378511,0
Ken Bannister,1984,1991,5,1,PF,LAC,253,5.9,3.5,0.4,48.8,0.0,49.2,48.8,8.9,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0082944046117432,0
Mike Bantom,1973,1982,9,1,SF,IND,706,12.1,6.4,2.3,46.8,20.0,69.2,46.8,14.3,34.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00464587613342296,0
Dalano Banton,2021,2022,1,0,SF,TOR,64,3.2,1.9,1.5,41.1,25.5,59.1,44.3,10.1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025834311337509266,0
Cat Barber,2021,2022,1,0,PG,ATL,3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027085082333226793,0
Leandro Barbosa,2003,2017,14,1,SG,PHO,850,10.6,2.0,2.1,45.9,38.7,82.1,52.6,15.1,37.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0022775961172862005,0
Steve Bardo,1991,1996,3,1,SG,SAS,33,2.2,1.8,1.3,32.9,10.0,69.6,33.5,8.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015627904889364472,0
J.J. Barea,2006,2020,14,1,PG,DAL,831,8.9,2.1,3.9,42.4,35.2,79.4,48.5,14.5,23.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.002058858368978541,0
Andrea Bargnani,2006,2016,10,1,PF,TOR,550,14.3,4.6,1.2,43.9,35.4,82.4,48.6,14.4,18.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0024036552130330233,0
Cliff Barker,1949,1952,3,1,SG,INO,149,3.7,1.8,2.0,31.6,0.0,66.2,0.0,10.8,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015502482026247514,0
Tom Barker,1976,1979,2,1,C,ATL,98,6.5,5.3,0.8,42.2,0.0,69.2,0.0,10.9,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02010780023266824,0
Charles Barkley,1984,2000,16,1,PF,PHI,1073,22.1,11.7,3.9,54.1,26.6,73.5,55.8,24.6,177.2,1,2006,11,0,1,0,0,0,0,11,1,0,0,0,0,1,0,1,0,1,0.9999999998470742,1
Erick Barkley,2000,2002,2,1,PG,POR,27,2.9,0.8,1.5,35.6,26.7,90.0,37.8,9.9,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019396638040927158,0
Don Barksdale,1951,1955,4,1,PF,BLB,262,11.0,8.0,2.1,37.0,0.0,66.0,0.0,15.6,9.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02674159950350711,0
Harrison Barnes,2012,2022,10,0,PF,GSW,746,14.2,5.1,1.8,45.3,37.9,80.4,51.3,13.7,44.8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.007428737171456641,0
Harry Barnes,1968,1969,1,1,SF,HOU,22,2.0,1.2,0.2,28.1,0.0,53.8,0.0,2.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024930172659520123,0
Jim Barnes,1964,1971,7,1,PF,NYK,454,8.8,6.5,0.8,42.9,0.0,68.4,0.0,12.5,14.2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0123642792525419,0
Marvin Barnes,1974,1980,6,1,PF,SSL,315,16.0,9.1,2.1,48.1,21.4,69.1,48.1,18.1,20.6,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.04984671323645685,0
Matt Barnes,2003,2017,14,1,SF,LAC,929,8.2,4.6,1.8,43.6,33.5,74.5,51.3,12.7,42.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.002851872652273449,0
Scottie Barnes,2021,2022,1,0,PF,TOR,73,15.4,7.6,3.4,49.2,29.8,73.5,52.3,16.4,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026362115598995865,0
Dick Barnett,1959,1974,14,1,SG,NYK,971,15.8,2.9,2.8,45.6,0.0,76.1,0.0,14.7,68.7,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.01370952963343343,0
Jim Barnett,1966,1977,11,1,SG,HOU,732,11.7,3.1,3.0,43.5,0.0,79.7,0.0,14.6,33.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024617982949089717,0
John Barnhill,1962,1972,10,1,PG,STL,589,8.6,2.5,2.9,40.6,23.6,65.8,41.6,10.7,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025065666597031094,0
Norton Barnhill,1976,1977,1,1,SG,OKC,4,1.0,0.8,0.3,33.3,0.0,0.0,0.0,4.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025474658647283804,0
Leo Barnhorst,1949,1954,5,1,SF,INO,344,9.4,5.4,3.2,36.8,0.0,66.5,0.0,14.2,13.3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043153955841121826,0
Andre Barrett,2004,2008,4,1,PG,HOU,67,3.3,1.1,2.0,36.9,24.6,72.7,40.5,9.6,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011666378293141776,0
Ernie Barrett,1953,1956,2,1,SG,BOS,131,4.9,2.6,1.7,36.9,0.0,74.8,0.0,9.3,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019462677451631653,0
RJ Barrett,2019,2022,3,0,SG,NYK,198,17.5,5.6,2.9,41.8,35.7,69.7,47.2,12.8,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012984214168588772,0
Earl Barron,2005,2015,8,1,C,MIA,140,4.6,3.5,0.5,37.1,16.7,70.2,37.3,8.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003999069933712029,0
Dana Barros,1989,2004,14,1,PG,BOS,850,10.5,1.9,3.3,46.0,41.1,85.8,53.6,16.4,49.6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0029002978244543867,0
Brent Barry,1995,2009,14,1,SG,OKC,912,9.3,3.0,3.2,46.0,40.5,82.3,57.0,15.7,70.5,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.00872725913186517,0
Drew Barry,1997,2000,3,1,PG,ATL,60,2.2,1.1,1.9,41.7,38.1,77.4,53.4,9.8,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01564548714316915,0
Jon Barry,1992,2006,14,1,SG,MIL,821,5.7,1.8,2.2,43.4,39.2,84.8,52.4,14.7,37.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001301413708014691,0
Rick Barry,1965,1980,14,1,SF,GSW,1020,24.8,6.7,4.9,45.6,29.7,89.3,46.0,21.0,128.9,1,1987,12,1,0,0,1,0,1,6,1,1,0,0,0,1,0,0,1,1,0.9999999947238882,1
Vic Bartolome,1971,1972,1,1,C,GSW,38,0.9,1.6,0.1,25.4,0.0,80.0,0.0,4.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025926621284568345,0
Will Barton,2012,2022,10,0,SG,DEN,623,11.6,4.3,2.7,43.3,35.4,78.7,50.0,14.2,26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0030110068405841952,0
Eddie Basden,2005,2006,1,1,SF,CHI,19,2.1,1.5,0.4,40.5,14.3,80.0,41.9,10.3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02540546755469449,0
Jerry Baskerville,1975,1976,1,1,SF,PHI,21,1.2,1.3,0.1,30.8,0.0,62.5,0.0,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02551468860532747,0
Brandon Bass,2005,2017,12,1,PF,BOS,758,8.7,4.5,0.8,49.9,20.7,83.2,50.0,15.3,42.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002337828489432841,0
Paris Bass,2021,2022,1,0,SF,PHO,2,3.0,2.0,0.0,33.3,0.0,100.0,33.3,14.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024843045659945794,0
Tim Bassett,1973,1980,7,1,PF,BRK,473,6.2,6.7,1.2,42.3,28.6,58.8,42.4,10.2,12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006598823437102702,0
Charles Bassey,2021,2022,1,0,PF,PHI,23,3.0,2.7,0.3,63.8,0.0,75.0,63.8,21.5,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025979322562291893,0
Maceo Baston,2002,2009,4,1,PF,TOR,105,2.7,1.7,0.2,61.6,37.5,74.0,62.5,14.4,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01163509387479462,0
Mengke Bateer,2001,2004,3,1,C,DEN,46,3.4,2.5,0.6,39.1,33.3,74.4,40.7,6.4,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.03022783624092599,0
Billy Ray Bates,1979,1983,4,1,SG,POR,187,11.7,1.7,1.9,47.4,30.3,79.6,48.3,18.1,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010120882052192684,0
Keita Bates-Diop,2018,2022,4,0,SF,MIN,162,5.2,3.0,0.6,46.1,30.4,71.0,51.1,11.7,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115847969678974,0
Esteban Batista,2005,2007,2,1,PF,ATL,70,1.7,2.5,0.2,43.8,0.0,61.7,43.8,7.9,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020222365546086224,0
Mike Batiste,2002,2003,1,1,PF,MEM,75,6.4,3.4,0.7,42.2,22.2,78.4,44.1,12.2,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024257817269304795,0
Tony Battie,1997,2012,14,1,C,BOS,837,6.1,5.1,0.6,48.8,16.2,69.0,49.0,12.6,36.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013446797309980038,0
Shane Battier,2001,2014,13,1,SF,MEM,977,8.6,4.2,1.8,43.7,38.4,74.3,52.9,12.6,75.7,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0.012757859445024571,0
John Battle,1985,1995,10,1,SG,ATL,612,8.7,1.3,2.1,46.4,27.3,79.3,47.1,13.7,17.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025207695568333468,0
Kenny Battle,1989,1993,4,1,SG,PHO,134,4.7,2.4,0.8,50.4,13.3,72.5,50.8,12.5,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011707915772028588,0
